,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,OBJECTID,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
434,6-Acetylmorphine,0.0,0.06,(2) Tue,0.03,1.07,(02) Feb,1219,0,17.62,2019-02-19 02:00:00,TP02
435,6-Acetylmorphine,0.0,0.04,(3) Wed,0.03,0.72,(02) Feb,1220,0,11.89,2019-02-20 02:00:00,TP02
436,6-Acetylmorphine,0.0,0.04,(4) Thu,0.07,0.8,(02) Feb,1221,1,13.11,2019-02-21 02:00:00,TP02
437,6-Acetylmorphine,0.01,0.08,(5) Fri,0.2,1.58,(02) Feb,1222,3,25.97,2019-02-22 02:00:00,TP02
438,6-Acetylmorphine,0.0,0.07,(6) Sat,0.02,1.09,(02) Feb,1223,0,17.86,2019-02-23 02:00:00,TP02
439,6-Acetylmorphine,0.0,0.06,(7) Sun,0.03,1.01,(02) Feb,1224,0,16.52,2019-02-24 02:00:00,TP02
440,6-Acetylmorphine,0.0,0.03,(1) Mon,0.01,0.62,(02) Feb,1225,0,10.13,2019-02-25 02:00:00,TP02
441,Oxycodone,4.02,173.89,(1) Mon,0.07,3.13,(03) Mar,1325,1,51.47,2019-03-11 03:00:00,TP02
442,Oxycodone,0.27,133.6,(2) Tues,0.0,2.45,(03) Mar,1326,0,40.28,2019-03-12 03:00:00,TP02
443,Oxycodone,6.67,170.32,(3) Wed,0.12,3.12,(03) Mar,1327,2,51.27,2019-03-13 03:00:00,TP02
444,Oxycodone,6.94,157.5,(4) Thu,0.13,2.97,(03) Mar,1328,2,48.81,2019-03-14 03:00:00,TP02
445,Oxycodone,13.14,232.05,(5) Fri,0.25,4.47,(03) Mar,1329,4,73.36,2019-03-15 03:00:00,TP02
446,Oxycodone,20.84,199.85,(6) Sat,0.37,3.51,(03) Mar,1330,6,57.57,2019-03-16 03:00:00,TP02
447,Oxycodone,1.73,140.52,(7) Sun,0.03,2.45,(03) Mar,1331,0,40.21,2019-03-17 03:00:00,TP02
448,Noroxycodone,1.48,178.95,(1) Mon,0.03,3.23,(03) Mar,1332,0,52.97,2019-03-11 03:00:00,TP02
449,Noroxycodone,4.94,130.78,(2) Tues,0.09,2.4,(03) Mar,1333,1,39.43,2019-03-12 03:00:00,TP02
450,Noroxycodone,7.97,167.3,(3) Wed,0.15,3.07,(03) Mar,1334,2,50.37,2019-03-13 03:00:00,TP02
451,Noroxycodone,0.43,163.27,(4) Thu,0.01,3.08,(03) Mar,1335,0,50.6,2019-03-14 03:00:00,TP02
452,Noroxycodone,7.59,242.8,(5) Fri,0.15,4.67,(03) Mar,1336,2,76.76,2019-03-15 03:00:00,TP02
453,Noroxycodone,6.54,196.3,(6) Sat,0.11,3.44,(03) Mar,1337,2,56.54,2019-03-16 03:00:00,TP02
454,Noroxycodone,2.9,140.45,(7) Sun,0.05,2.45,(03) Mar,1338,1,40.19,2019-03-17 03:00:00,TP02
455,Codeine,11.75,195.21,(1) Mon,0.21,3.52,(03) Mar,1339,3,57.78,2019-03-11 03:00:00,TP02
456,Codeine,3.95,152.15,(2) Tues,0.07,2.79,(03) Mar,1340,1,45.88,2019-03-12 03:00:00,TP02
457,Codeine,12.28,172.97,(3) Wed,0.23,3.17,(03) Mar,1341,4,52.07,2019-03-13 03:00:00,TP02
458,Codeine,4.93,142.33,(4) Thu,0.09,2.69,(03) Mar,1342,2,44.11,2019-03-14 03:00:00,TP02
459,Codeine,14.55,202.63,(5) Fri,0.28,3.9,(03) Mar,1343,5,64.06,2019-03-15 03:00:00,TP02
460,Codeine,8.64,154.52,(6) Sat,0.15,2.71,(03) Mar,1344,2,44.51,2019-03-16 03:00:00,TP02
461,Codeine,0.72,99.42,(7) Sun,0.01,1.73,(03) Mar,1345,0,28.45,2019-03-17 03:00:00,TP02
462,Fentanyl,0.42,3.07,(1) Mon,0.01,0.06,(03) Mar,1346,0,0.91,2019-03-11 03:00:00,TP02
463,Fentanyl,0.09,6.29,(2) Tues,0.0,0.12,(03) Mar,1347,0,1.9,2019-03-12 03:00:00,TP02
464,Fentanyl,0.21,6.2,(3) Wed,0.0,0.11,(03) Mar,1348,0,1.87,2019-03-13 03:00:00,TP02
465,Fentanyl,0.96,8.98,(4) Thu,0.02,0.17,(03) Mar,1349,0,2.78,2019-03-14 03:00:00,TP02
466,Fentanyl,0.35,33.22,(5) Fri,0.01,0.64,(03) Mar,1350,0,10.5,2019-03-15 03:00:00,TP02
467,Fentanyl,0.43,7.03,(6) Sat,0.01,0.12,(03) Mar,1351,0,2.03,2019-03-16 03:00:00,TP02
468,Fentanyl,0.06,5.94,(7) Sun,0.0,0.1,(03) Mar,1352,0,1.7,2019-03-17 03:00:00,TP02
469,Norfentanyl,3.21,39.8,(1) Mon,0.06,0.72,(03) Mar,1353,1,11.78,2019-03-11 03:00:00,TP02
470,Norfentanyl,2.66,53.03,(2) Tues,0.05,0.97,(03) Mar,1354,1,15.99,2019-03-12 03:00:00,TP02
471,Norfentanyl,4.42,52.3,(3) Wed,0.08,0.96,(03) Mar,1355,1,15.74,2019-03-13 03:00:00,TP02
472,Norfentanyl,12.76,54.73,(4) Thu,0.24,1.03,(03) Mar,1356,4,16.96,2019-03-14 03:00:00,TP02
473,Norfentanyl,11.05,128.82,(5) Fri,0.21,2.48,(03) Mar,1357,3,40.73,2019-03-15 03:00:00,TP02
474,Norfentanyl,1.86,50.14,(6) Sat,0.03,0.88,(03) Mar,1358,1,14.44,2019-03-16 03:00:00,TP02
475,Norfentanyl,1.99,43.8,(7) Sun,0.03,0.76,(03) Mar,1359,1,12.53,2019-03-17 03:00:00,TP02
476,Heroin,2.81,34.67,(1) Mon,0.05,0.62,(03) Mar,1360,1,10.26,2019-03-11 03:00:00,TP02
477,Heroin,0.89,31.8,(2) Tues,0.02,0.58,(03) Mar,1361,0,9.59,2019-03-12 03:00:00,TP02
478,Heroin,2.6,17.2,(3) Wed,0.05,0.32,(03) Mar,1362,1,5.18,2019-03-13 03:00:00,TP02
479,Heroin,1.17,20.64,(4) Thu,0.02,0.39,(03) Mar,1363,0,6.4,2019-03-14 03:00:00,TP02
480,Heroin,0.63,14.32,(5) Fri,0.01,0.28,(03) Mar,1364,0,4.53,2019-03-15 03:00:00,TP02
481,Heroin,1.75,24.78,(6) Sat,0.03,0.43,(03) Mar,1365,0,7.14,2019-03-16 03:00:00,TP02
482,Heroin,1.41,14.42,(7) Sun,0.02,0.25,(03) Mar,1366,0,4.13,2019-03-17 03:00:00,TP02
483,6-Acetylmorphine,0.23,65.77,(1) Mon,0.0,1.19,(03) Mar,1367,0,19.47,2019-03-11 03:00:00,TP02
484,6-Acetylmorphine,1.83,68.82,(2) Tues,0.03,1.26,(03) Mar,1368,1,20.75,2019-03-12 03:00:00,TP02
485,6-Acetylmorphine,1.21,54.88,(3) Wed,0.02,1.01,(03) Mar,1369,0,16.52,2019-03-13 03:00:00,TP02
486,6-Acetylmorphine,2.48,49.26,(4) Thu,0.05,0.93,(03) Mar,1370,1,15.27,2019-03-14 03:00:00,TP02
487,6-Acetylmorphine,3.19,34.22,(5) Fri,0.06,0.66,(03) Mar,1371,1,10.82,2019-03-15 03:00:00,TP02
488,6-Acetylmorphine,1.25,65.11,(6) Sat,0.02,1.14,(03) Mar,1372,0,18.75,2019-03-16 03:00:00,TP02
489,6-Acetylmorphine,4.64,40.61,(7) Sun,0.08,0.71,(03) Mar,1373,1,11.62,2019-03-17 03:00:00,TP02
490,Oxycodone,4.71,74.69,(1) Mon,0.08,1.25,(04) Apr,1472,1,20.59,2019-04-22 03:00:00,TP02
491,Oxycodone,2.73,88.43,(2) Tue,0.05,1.5,(04) Apr,1473,1,24.69,2019-04-23 03:00:00,TP02
492,Oxycodone,4.65,105.29,(3) Wed,0.08,1.76,(04) Apr,1474,1,28.91,2019-04-24 03:00:00,TP02
493,Oxycodone,1.07,81.99,(4) Thu,0.02,1.42,(04) Apr,1475,0,23.25,2019-04-25 03:00:00,TP02
494,Oxycodone,0.54,98.03,(5) Fri,0.01,1.7,(04) Apr,1476,0,27.97,2019-04-26 03:00:00,TP02
495,Oxycodone,0.24,88.27,(6) Sat,0.0,1.47,(04) Apr,1477,0,24.13,2019-04-27 03:00:00,TP02
496,Oxycodone,6.47,79.63,(7) Sun,0.11,1.34,(04) Apr,1478,2,21.99,2019-04-28 03:00:00,TP02
497,Noroxycodone,5.27,96.34,(1) Mon,0.09,1.62,(04) Apr,1479,1,26.55,2019-04-22 03:00:00,TP02
498,Noroxycodone,1.68,140.49,(2) Tue,0.03,2.39,(04) Apr,1480,0,39.23,2019-04-23 03:00:00,TP02
499,Noroxycodone,0.03,115.81,(3) Wed,0.0,1.94,(04) Apr,1481,0,31.79,2019-04-24 03:00:00,TP02
500,Noroxycodone,9.25,102.04,(4) Thu,0.16,1.76,(04) Apr,1482,3,28.93,2019-04-25 03:00:00,TP02
501,Noroxycodone,0.94,120.69,(5) Fri,0.02,2.1,(04) Apr,1483,0,34.43,2019-04-26 03:00:00,TP02
502,Noroxycodone,0.37,120.9,(6) Sat,0.01,2.01,(04) Apr,1484,0,33.05,2019-04-27 03:00:00,TP02
503,Noroxycodone,4.15,103.96,(7) Sun,0.07,1.75,(04) Apr,1485,1,28.71,2019-04-28 03:00:00,TP02
504,Codeine,1.01,110.32,(1) Mon,0.02,1.85,(04) Apr,1486,0,30.41,2019-04-22 03:00:00,TP02
505,Codeine,3.73,156.05,(2) Tue,0.06,2.65,(04) Apr,1487,1,43.57,2019-04-23 03:00:00,TP02
506,Codeine,8.51,167.58,(3) Wed,0.14,2.8,(04) Apr,1488,2,46.01,2019-04-24 03:00:00,TP02
507,Codeine,0.42,102.05,(4) Thu,0.01,1.76,(04) Apr,1489,0,28.94,2019-04-25 03:00:00,TP02
508,Codeine,6.74,141.81,(5) Fri,0.12,2.46,(04) Apr,1490,2,40.46,2019-04-26 03:00:00,TP02
509,Codeine,14.51,161.57,(6) Sat,0.24,2.69,(04) Apr,1491,4,44.17,2019-04-27 03:00:00,TP02
510,Codeine,12.11,170.62,(7) Sun,0.2,2.87,(04) Apr,1492,3,47.12,2019-04-28 03:00:00,TP02
511,Fentanyl,0.11,5.01,(1) Mon,0.0,0.08,(04) Apr,1493,0,1.38,2019-04-22 03:00:00,TP02
512,Fentanyl,0.17,2.77,(2) Tue,0.0,0.05,(04) Apr,1494,0,0.77,2019-04-23 03:00:00,TP02
513,Fentanyl,0.2,4.3,(3) Wed,0.0,0.07,(04) Apr,1495,0,1.18,2019-04-24 03:00:00,TP02
514,Fentanyl,0.56,4.1,(4) Thu,0.01,0.07,(04) Apr,1496,0,1.16,2019-04-25 03:00:00,TP02
515,Fentanyl,0.36,7.28,(5) Fri,0.01,0.13,(04) Apr,1497,0,2.08,2019-04-26 03:00:00,TP02
516,Fentanyl,0.16,5.93,(6) Sat,0.0,0.1,(04) Apr,1498,0,1.62,2019-04-27 03:00:00,TP02
517,Fentanyl,0.35,5.14,(7) Sun,0.01,0.09,(04) Apr,1499,0,1.42,2019-04-28 03:00:00,TP02
518,Norfentanyl,0.54,23.19,(1) Mon,0.01,0.39,(04) Apr,1500,0,6.39,2019-04-22 03:00:00,TP02
519,Norfentanyl,0.07,20.47,(2) Tue,0.0,0.35,(04) Apr,1501,0,5.71,2019-04-23 03:00:00,TP02
520,Norfentanyl,0.16,29.95,(3) Wed,0.0,0.5,(04) Apr,1502,0,8.22,2019-04-24 03:00:00,TP02
521,Norfentanyl,2.77,22.51,(4) Thu,0.05,0.39,(04) Apr,1503,1,6.38,2019-04-25 03:00:00,TP02
522,Norfentanyl,5.72,35.66,(5) Fri,0.1,0.62,(04) Apr,1504,2,10.17,2019-04-26 03:00:00,TP02
523,Norfentanyl,3.83,39.15,(6) Sat,0.06,0.65,(04) Apr,1505,1,10.7,2019-04-27 03:00:00,TP02
524,Norfentanyl,0.15,39.86,(7) Sun,0.0,0.67,(04) Apr,1506,0,11.01,2019-04-28 03:00:00,TP02
525,Heroin,0.05,15.37,(1) Mon,0.0,0.26,(04) Apr,1507,0,4.24,2019-04-22 03:00:00,TP02
526,Heroin,1.16,19.82,(2) Tue,0.02,0.34,(04) Apr,1508,0,5.53,2019-04-23 03:00:00,TP02
527,Heroin,0.86,18.97,(3) Wed,0.01,0.32,(04) Apr,1509,0,5.21,2019-04-24 03:00:00,TP02
528,Heroin,2.19,14.11,(4) Thu,0.04,0.24,(04) Apr,1510,1,4.0,2019-04-25 03:00:00,TP02
529,Heroin,3.78,119.94,(5) Fri,0.07,2.08,(04) Apr,1511,1,34.22,2019-04-26 03:00:00,TP02
530,Heroin,0.4,15.03,(6) Sat,0.01,0.25,(04) Apr,1512,0,4.11,2019-04-27 03:00:00,TP02
531,Heroin,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(04) Apr,1513,-10000,-9999.99,2019-04-28 03:00:00,TP02
532,6-Acetylmorphine,3.07,51.37,(1) Mon,0.05,0.86,(04) Apr,1514,1,14.16,2019-04-22 03:00:00,TP02
533,6-Acetylmorphine,0.98,64.71,(2) Tue,0.02,1.1,(04) Apr,1515,0,18.07,2019-04-23 03:00:00,TP02
534,6-Acetylmorphine,4.44,71.31,(3) Wed,0.07,1.19,(04) Apr,1516,1,19.58,2019-04-24 03:00:00,TP02
535,6-Acetylmorphine,0.93,40.02,(4) Thu,0.02,0.69,(04) Apr,1517,0,11.35,2019-04-25 03:00:00,TP02
536,6-Acetylmorphine,9.51,244.24,(5) Fri,0.17,4.24,(04) Apr,1518,3,69.68,2019-04-26 03:00:00,TP02
537,6-Acetylmorphine,2.03,63.36,(6) Sat,0.03,1.05,(04) Apr,1519,1,17.32,2019-04-27 03:00:00,TP02
538,6-Acetylmorphine,1.0,17.42,(7) Sun,0.02,0.29,(04) Apr,1520,0,4.81,2019-04-28 03:00:00,TP02
539,Oxycodone,9.07,143.57,(1) Mon,0.14,2.21,(05) May,1619,2,36.36,2019-05-13 03:00:00,TP02
540,Oxycodone,4.0,123.97,(2) Tue,0.06,1.85,(05) May,1620,1,30.46,2019-05-14 03:00:00,TP02
541,Oxycodone,3.91,113.51,(3) Wed,0.06,1.73,(05) May,1621,1,28.4,2019-05-15 03:00:00,TP02
542,Oxycodone,2.74,107.52,(4) Thu,0.04,1.6,(05) May,1622,1,26.23,2019-05-16 03:00:00,TP02
543,Oxycodone,6.49,118.81,(5) Fri,0.09,1.73,(05) May,1623,2,28.4,2019-05-17 03:00:00,TP02
544,Oxycodone,0.84,113.26,(6) Sat,0.01,1.58,(05) May,1624,0,25.94,2019-05-18 03:00:00,TP02
545,Oxycodone,7.79,127.44,(7) Sun,0.11,1.75,(05) May,1625,2,28.73,2019-05-19 03:00:00,TP02
546,Noroxycodone,5.36,96.53,(1) Mon,0.08,1.49,(05) May,1626,1,24.44,2019-05-13 03:00:00,TP02
547,Noroxycodone,1.71,141.44,(2) Tue,0.03,2.12,(05) May,1627,0,34.75,2019-05-14 03:00:00,TP02
548,Noroxycodone,0.03,116.33,(3) Wed,0.0,1.77,(05) May,1628,0,29.11,2019-05-15 03:00:00,TP02
549,Noroxycodone,9.41,102.32,(4) Thu,0.14,1.52,(05) May,1629,2,24.96,2019-05-16 03:00:00,TP02
550,Noroxycodone,0.95,121.3,(5) Fri,0.01,1.77,(05) May,1630,0,29.0,2019-05-17 03:00:00,TP02
551,Noroxycodone,0.38,121.51,(6) Sat,0.01,1.69,(05) May,1631,0,27.83,2019-05-18 03:00:00,TP02
552,Noroxycodone,4.22,104.28,(7) Sun,0.06,1.43,(05) May,1632,1,23.51,2019-05-19 03:00:00,TP02
553,Codeine,4.1,194.0,(1) Mon,0.06,2.99,(05) May,1633,1,49.13,2019-05-13 03:00:00,TP02
554,Codeine,4.68,121.87,(2) Tue,0.07,1.82,(05) May,1634,1,29.94,2019-05-14 03:00:00,TP02
555,Codeine,7.02,121.85,(3) Wed,0.11,1.86,(05) May,1635,2,30.49,2019-05-15 03:00:00,TP02
556,Codeine,0.82,107.69,(4) Thu,0.01,1.6,(05) May,1636,0,26.27,2019-05-16 03:00:00,TP02
557,Codeine,6.37,111.63,(5) Fri,0.09,1.62,(05) May,1637,2,26.69,2019-05-17 03:00:00,TP02
558,Codeine,3.82,119.75,(6) Sat,0.05,1.67,(05) May,1638,1,27.43,2019-05-18 03:00:00,TP02
559,Codeine,9.63,134.48,(7) Sun,0.13,1.85,(05) May,1639,2,30.32,2019-05-19 03:00:00,TP02
560,Fentanyl,0.88,7.29,(1) Mon,0.01,0.11,(05) May,1640,0,1.84,2019-05-13 03:00:00,TP02
561,Fentanyl,0.11,8.75,(2) Tue,0.0,0.13,(05) May,1641,0,2.15,2019-05-14 03:00:00,TP02
562,Fentanyl,0.09,7.14,(3) Wed,0.0,0.11,(05) May,1642,0,1.79,2019-05-15 03:00:00,TP02
563,Fentanyl,0.41,6.67,(4) Thu,0.01,0.1,(05) May,1643,0,1.63,2019-05-16 03:00:00,TP02
564,Fentanyl,0.23,7.39,(5) Fri,0.0,0.11,(05) May,1644,0,1.77,2019-05-17 03:00:00,TP02
565,Fentanyl,0.33,6.75,(6) Sat,0.0,0.09,(05) May,1645,0,1.55,2019-05-18 03:00:00,TP02
566,Fentanyl,0.7,9.2,(7) Sun,0.01,0.13,(05) May,1646,0,2.07,2019-05-19 03:00:00,TP02
567,Norfentanyl,0.12,76.55,(1) Mon,0.0,1.18,(05) May,1647,0,19.38,2019-05-13 03:00:00,TP02
568,Norfentanyl,1.64,49.33,(2) Tue,0.02,0.74,(05) May,1648,0,12.12,2019-05-14 03:00:00,TP02
569,Norfentanyl,0.79,59.59,(3) Wed,0.01,0.91,(05) May,1649,0,14.91,2019-05-15 03:00:00,TP02
570,Norfentanyl,0.1,42.18,(4) Thu,0.0,0.63,(05) May,1650,0,10.29,2019-05-16 03:00:00,TP02
571,Norfentanyl,0.3,58.27,(5) Fri,0.0,0.85,(05) May,1651,0,13.93,2019-05-17 03:00:00,TP02
572,Norfentanyl,0.07,46.43,(6) Sat,0.0,0.65,(05) May,1652,0,10.63,2019-05-18 03:00:00,TP02
573,Norfentanyl,3.94,50.06,(7) Sun,0.05,0.69,(05) May,1653,1,11.29,2019-05-19 03:00:00,TP02
574,Heroin,0.01,53.11,(1) Mon,0.0,0.82,(05) May,1654,0,13.45,2019-05-13 03:00:00,TP02
575,Heroin,6.11,18.24,(2) Tue,0.09,0.27,(05) May,1655,2,4.48,2019-05-14 03:00:00,TP02
576,Heroin,0.68,26.6,(3) Wed,0.01,0.41,(05) May,1656,0,6.66,2019-05-15 03:00:00,TP02
577,Heroin,1.74,16.49,(4) Thu,0.03,0.24,(05) May,1657,0,4.02,2019-05-16 03:00:00,TP02
578,Heroin,2.74,19.96,(5) Fri,0.04,0.29,(05) May,1658,1,4.77,2019-05-17 03:00:00,TP02
579,Heroin,2.19,16.1,(6) Sat,0.03,0.22,(05) May,1659,0,3.69,2019-05-18 03:00:00,TP02
580,Heroin,0.41,10.25,(7) Sun,0.01,0.14,(05) May,1660,0,2.31,2019-05-19 03:00:00,TP02
581,6-Acetylmorphine,4.3,115.53,(1) Mon,0.07,1.78,(05) May,1661,1,29.25,2019-05-13 03:00:00,TP02
582,6-Acetylmorphine,1.29,57.43,(2) Tue,0.02,0.86,(05) May,1662,0,14.11,2019-05-14 03:00:00,TP02
583,6-Acetylmorphine,5.66,66.46,(3) Wed,0.09,1.01,(05) May,1663,1,16.63,2019-05-15 03:00:00,TP02
584,6-Acetylmorphine,2.59,64.53,(4) Thu,0.04,0.96,(05) May,1664,1,15.74,2019-05-16 03:00:00,TP02
585,6-Acetylmorphine,0.32,54.75,(5) Fri,0.0,0.8,(05) May,1665,0,13.09,2019-05-17 03:00:00,TP02
586,6-Acetylmorphine,2.81,50.97,(6) Sat,0.04,0.71,(05) May,1666,1,11.67,2019-05-18 03:00:00,TP02
587,6-Acetylmorphine,4.81,54.08,(7) Sun,0.07,0.74,(05) May,1667,1,12.19,2019-05-19 03:00:00,TP02
588,Oxycodone,1.76,88.73,(1) Mon,0.03,1.35,(06) Jun,1766,0,22.17,2019-06-03 03:00:00,TP02
589,Oxycodone,8.81,141.57,(2) Tue,0.13,2.08,(06) Jun,1767,2,34.14,2019-06-04 03:00:00,TP02
590,Oxycodone,5.29,121.41,(3) Wed,0.08,1.79,(06) Jun,1768,1,29.34,2019-06-05 03:00:00,TP02
591,Oxycodone,4.4,97.89,(4) Thu,0.06,1.44,(06) Jun,1769,1,23.72,2019-06-06 03:00:00,TP02
592,Oxycodone,0.9,121.38,(5) Fri,0.01,1.78,(06) Jun,1770,0,29.17,2019-06-07 03:00:00,TP02
593,Oxycodone,4.56,105.59,(6) Sat,0.06,1.46,(06) Jun,1771,1,24.02,2019-06-08 03:00:00,TP02
594,Oxycodone,4.9,115.68,(7) Sun,0.07,1.65,(06) Jun,1772,1,27.03,2019-06-09 03:00:00,TP02
595,Noroxycodone,0.58,88.89,(1) Mon,0.01,1.35,(06) Jun,1773,0,22.21,2019-06-03 03:00:00,TP02
596,Noroxycodone,5.73,128.74,(2) Tue,0.08,1.89,(06) Jun,1774,1,31.05,2019-06-04 03:00:00,TP02
597,Noroxycodone,5.67,139.11,(3) Wed,0.08,2.05,(06) Jun,1775,1,33.62,2019-06-05 03:00:00,TP02
598,Noroxycodone,0.91,113.01,(4) Thu,0.01,1.67,(06) Jun,1776,0,27.38,2019-06-06 03:00:00,TP02
599,Noroxycodone,1.94,135.15,(5) Fri,0.03,1.98,(06) Jun,1777,0,32.48,2019-06-07 03:00:00,TP02
600,Noroxycodone,3.59,114.0,(6) Sat,0.05,1.58,(06) Jun,1778,1,25.93,2019-06-08 03:00:00,TP02
601,Noroxycodone,3.06,111.67,(7) Sun,0.04,1.59,(06) Jun,1779,1,26.1,2019-06-09 03:00:00,TP02
602,Codeine,3.18,84.47,(1) Mon,0.05,1.29,(06) Jun,1780,1,21.11,2019-06-03 03:00:00,TP02
603,Codeine,1.05,135.67,(2) Tue,0.02,1.99,(06) Jun,1781,0,32.72,2019-06-04 03:00:00,TP02
604,Codeine,10.17,144.12,(3) Wed,0.15,2.12,(06) Jun,1782,2,34.83,2019-06-05 03:00:00,TP02
605,Codeine,8.81,104.11,(4) Thu,0.13,1.54,(06) Jun,1783,2,25.23,2019-06-06 03:00:00,TP02
606,Codeine,9.3,140.29,(5) Fri,0.14,2.05,(06) Jun,1784,2,33.71,2019-06-07 03:00:00,TP02
607,Codeine,9.0,105.18,(6) Sat,0.12,1.46,(06) Jun,1785,2,23.93,2019-06-08 03:00:00,TP02
608,Codeine,6.68,87.38,(7) Sun,0.09,1.24,(06) Jun,1786,2,20.42,2019-06-09 03:00:00,TP02
609,Fentanyl,0.14,5.47,(1) Mon,0.0,0.08,(06) Jun,1787,0,1.37,2019-06-03 03:00:00,TP02
610,Fentanyl,0.65,11.09,(2) Tue,0.01,0.16,(06) Jun,1788,0,2.67,2019-06-04 03:00:00,TP02
611,Fentanyl,1.39,9.42,(3) Wed,0.02,0.14,(06) Jun,1789,0,2.28,2019-06-05 03:00:00,TP02
612,Fentanyl,0.51,7.45,(4) Thu,0.01,0.11,(06) Jun,1790,0,1.8,2019-06-06 03:00:00,TP02
613,Fentanyl,0.23,9.26,(5) Fri,0.0,0.14,(06) Jun,1791,0,2.22,2019-06-07 03:00:00,TP02
614,Fentanyl,0.79,6.56,(6) Sat,0.01,0.09,(06) Jun,1792,0,1.49,2019-06-08 03:00:00,TP02
615,Fentanyl,0.38,7.08,(7) Sun,0.01,0.1,(06) Jun,1793,0,1.65,2019-06-09 03:00:00,TP02
616,Norfentanyl,0.76,20.86,(1) Mon,0.01,0.32,(06) Jun,1794,0,5.21,2019-06-03 03:00:00,TP02
617,Norfentanyl,3.07,39.19,(2) Tue,0.05,0.58,(06) Jun,1795,1,9.45,2019-06-04 03:00:00,TP02
618,Norfentanyl,4.34,48.7,(3) Wed,0.06,0.72,(06) Jun,1796,1,11.77,2019-06-05 03:00:00,TP02
619,Norfentanyl,2.13,37.81,(4) Thu,0.03,0.56,(06) Jun,1797,1,9.16,2019-06-06 03:00:00,TP02
620,Norfentanyl,0.28,44.42,(5) Fri,0.0,0.65,(06) Jun,1798,0,10.68,2019-06-07 03:00:00,TP02
621,Norfentanyl,1.04,40.56,(6) Sat,0.01,0.56,(06) Jun,1799,0,9.23,2019-06-08 03:00:00,TP02
622,Norfentanyl,0.55,28.07,(7) Sun,0.01,0.4,(06) Jun,1800,0,6.56,2019-06-09 03:00:00,TP02
623,Heroin,5.23,68.21,(1) Mon,0.08,1.04,(06) Jun,1801,1,17.04,2019-06-03 03:00:00,TP02
624,Heroin,3.64,37.08,(2) Tue,0.05,0.54,(06) Jun,1802,1,8.94,2019-06-04 03:00:00,TP02
625,Heroin,1.61,25.11,(3) Wed,0.02,0.37,(06) Jun,1803,0,6.07,2019-06-05 03:00:00,TP02
626,Heroin,0.34,26.51,(4) Thu,0.01,0.39,(06) Jun,1804,0,6.42,2019-06-06 03:00:00,TP02
627,Heroin,2.83,46.37,(5) Fri,0.04,0.68,(06) Jun,1805,1,11.14,2019-06-07 03:00:00,TP02
628,Heroin,2.79,29.6,(6) Sat,0.04,0.41,(06) Jun,1806,1,6.73,2019-06-08 03:00:00,TP02
629,Heroin,0.25,15.96,(7) Sun,0.0,0.23,(06) Jun,1807,0,3.73,2019-06-09 03:00:00,TP02
630,6-Acetylmorphine,2.13,82.46,(1) Mon,0.03,1.25,(06) Jun,1808,1,20.61,2019-06-03 03:00:00,TP02
631,6-Acetylmorphine,1.76,124.25,(2) Tue,0.03,1.82,(06) Jun,1809,0,29.96,2019-06-04 03:00:00,TP02
632,6-Acetylmorphine,6.05,90.36,(3) Wed,0.09,1.33,(06) Jun,1810,1,21.84,2019-06-05 03:00:00,TP02
633,6-Acetylmorphine,1.2,51.8,(4) Thu,0.02,0.76,(06) Jun,1811,0,12.55,2019-06-06 03:00:00,TP02
634,6-Acetylmorphine,8.59,109.35,(5) Fri,0.13,1.6,(06) Jun,1812,2,26.28,2019-06-07 03:00:00,TP02
635,6-Acetylmorphine,2.77,75.43,(6) Sat,0.04,1.04,(06) Jun,1813,1,17.16,2019-06-08 03:00:00,TP02
636,6-Acetylmorphine,1.5,57.62,(7) Sun,0.02,0.82,(06) Jun,1814,0,13.47,2019-06-09 03:00:00,TP02
637,Oxycodone,0.69,75.14,(1) Mon,0.01,1.14,(07) Jul,1913,0,18.75,2019-07-08 03:00:00,TP02
638,Oxycodone,12.69,97.02,(2) Tue,0.2,1.52,(07) Jul,1914,3,24.96,2019-07-09 03:00:00,TP02
639,Oxycodone,7.19,96.85,(3) Wed,0.11,1.49,(07) Jul,1915,2,24.5,2019-07-10 03:00:00,TP02
640,Oxycodone,3.45,109.3,(4) Thu,0.05,1.69,(07) Jul,1916,1,27.74,2019-07-11 03:00:00,TP02
641,Oxycodone,3.36,118.49,(5) Fri,0.05,1.87,(07) Jul,1917,1,30.71,2019-07-12 03:00:00,TP02
642,Oxycodone,2.6,124.39,(6) Sat,0.04,1.83,(07) Jul,1918,1,30.07,2019-07-13 03:00:00,TP02
643,Oxycodone,9999.99,9999.99,(7) Sun,9999.99,9999.99,(07) Jul,1919,10000,9999.99,2019-07-14 03:00:00,TP02
644,Noroxycodone,1.57,86.22,(1) Mon,0.02,1.31,(07) Jul,1920,0,21.51,2019-07-08 03:00:00,TP02
645,Noroxycodone,2.97,112.6,(2) Tue,0.05,1.76,(07) Jul,1921,1,28.96,2019-07-09 03:00:00,TP02
646,Noroxycodone,4.96,103.25,(3) Wed,0.08,1.59,(07) Jul,1922,1,26.11,2019-07-10 03:00:00,TP02
